600,601,599,601,601,
602,595,601,598,597,
598,594,593,591,594,
597,598,598,599,598,
610,610,611,611,611,
609,609,609,610,609,
604,604,603,603,604,
603,602,602,601,597,
592,596,594,593,594,
530,703,538,543,718,
