558,569,626,537,549,
524,515,518,518,516,
514,512,510,504,540,
552,545,547,550,552,
549,539,539,546,542,
545,547,543,538,541,
541,537,529,528,529,
531,526,527,524,519,
513,518,513,519,520,
521,517,527,526,526,
524,525,522,521,525,
522,520,438,582,792,
1002,615,538,452,521,
562,550,548,548,547,
546,543,545,547,547,
551,550,551,544,553,
553,552,554,556,558,
555,553,556,559,
